qkey,input_prompt,output_token,output_dist,attribute,group,ordinal
a89g,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: A. 初中及以下

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲工作的单位或公司的类型
A. 不知道
B. 党政机关
C. 企业
D. 事业单位
E. 社会团体、居/村委会
F. 无单位/自雇（包括个体户）
G. 军队
H. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' F', ' D', ' E', ' F', ' D', ' F', ' D', ' B', ' I', ' F', ' F', ' F', ' D', ' F', ' F', ' F', ' F', ' F', ' F', ' A', ' C', ' E', ' D', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' E', ' C', ' F', ' F', ' E', ' F', ' F', ' F', ' C', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' D', ' F', ' F', ' F', ' F', ' F', ' F', ' D', ' F', ' F', ' F', ' C', ' F', ' F', ' F', ' F', ' C', ' F', ' C', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' A', ' F', ' F']","[0.02388811912744896, 0.01946974664426318, 0.07060007945503909, 0.03842492335088544, 0.05935994682734489, 0.7830445121167305, 0.003692796360588602, 0.0015198761176993154, 0.0019708763592907]",受教育程度,初中及以下,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a16,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: A. 未婚或同居

Answer the following question keeping in mind your previous answers.
Question: 在过去的四周中，由于健康问题影响到您的工作或其他日常活动的频繁程度是
A. 不知道
B. 总是
C. 经常
D. 有时
E. 很少
F. 从不
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' D', ' E', ' E', ' F', ' F', ' B', ' E', ' C', ' D', ' F', ' E', ' D', ' B', ' E', ' D', ' F', ' E', ' E', ' E', ' F', ' C', ' E', ' D', ' E', ' C', ' E', ' E', ' E', ' D', ' F', ' E', ' E', ' D', ' D', ' E', ' E', ' F', ' E', ' E', ' D', ' F', ' E', ' E', ' F', ' F', ' F', ' F', ' E', ' E', ' F', ' D', ' F', ' E', ' E', ' D', ' D', ' E', ' E', ' E', ' F', ' E', ' E', ' D', ' C', ' E', ' E', ' D', ' E', ' F', ' F', ' E', ' E', ' E', ' C', ' F', ' E', ' B', ' E', ' E', ' E', ' F', ' B', ' F', ' D', ' F', ' D', ' E', ' E', ' E', ' F', ' E', ' D', ' F', ' D', ' D', ' D', ' E', ' F', ' E', ' F']","[0.0014752764942532095, 0.03643265435456917, 0.06334339414041071, 0.23865491416905088, 0.39094080772603307, 0.26915295311568305, 0.0]",婚姻状况,未婚或同居,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a89g,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: B. 村委会（农村型）

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲工作的单位或公司的类型
A. 不知道
B. 党政机关
C. 企业
D. 事业单位
E. 社会团体、居/村委会
F. 无单位/自雇（包括个体户）
G. 军队
H. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' C', ' F', ' F', ' C', ' F', ' F', ' F', ' F', ' F', ' F', ' C', ' B', ' F', ' E', ' F', ' E', ' F', ' F', ' F', ' E', ' F', ' F', ' F', ' F', ' E', ' C', ' F', ' F', ' F', ' E', ' F', ' E', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' E', ' E', ' F', ' C', ' D', ' F', ' F', ' F', ' F', ' F', ' E', ' C', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' F', ' C', ' F', ' F', ' F', ' F']","[0.01110797471520063, 0.014188983431944753, 0.039231420962533826, 0.027509600590435907, 0.07353676367710031, 0.8319454506880475, 0.0020940689174290283, 0.0003857370173079973, 0.0009369384524618]",村居类型,村委会（农村型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
c3,"Question: 您是否有宗教信仰？若有，属于哪一类？
A. 不信仰宗教
B. 有宗教信仰

Answer: A. 不信仰宗教

Answer the following question keeping in mind your previous answers.
Question: 您一天里与多少个不住在一起的家人或亲戚有联系
A. 0人
B. 1-2人
C. 3-4人
D. 5-9人
E. 10-19人
F. 20-49人
G. 50-99人
H. 100人或以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' B', ' E', ' B', ' B', ' C', ' C', ' D', ' F', ' C', ' B', ' D', ' A', ' A', ' B', ' D', ' C', ' B', ' D', ' B', ' A', ' C', ' B', ' D', ' B', ' C', ' B', ' C', ' C', ' B', ' C', ' B', ' C', ' C', ' A', ' B', ' C', ' C', ' D', ' B', ' C', ' B', ' B', ' D', ' C', ' C', ' A', ' E', ' B', ' A', ' A', ' C', ' B', ' B', ' C', ' E', ' C', ' B', ' B', ' B', ' A', ' B', ' F', ' D', ' C', ' C', ' C', ' E', ' B', ' C', ' D', ' B', ' B', ' C', ' B', ' A', ' D', ' E', ' A', ' B', ' B', ' C', ' D', ' B', ' B', ' C', ' B', ' C', ' C', ' E', ' A', ' B', ' C', ' A', ' D', ' D', ' D', ' C', ' E', ' B', ' C']","[0.17207329001854488, 0.43254939020533095, 0.26591461209753403, 0.0834227406157609, 0.037827399805919294, 0.00516534005779421, 0.002112786630921701, 0.0009344405681942858, 0.0]",宗教信仰,不信仰宗教,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a33,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: C. 中共党员或其它党派

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您同不同意在这个社会上，绝大多数人都是可以信任的
A. 不知道
B. 非常不同意
C. 比较不同意
D. 说不上同意不同意
E. 比较同意
F. 非常同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' F', ' F', ' E', ' E', ' E', ' E', ' F', ' C', ' E', ' F', ' D', ' E', ' E', ' E', ' E', ' E', ' F', ' E', ' E', ' E', ' C', ' C', ' E', ' E', ' E', ' F', ' E', ' F', ' C', ' E', ' E', ' E', ' E', ' E', ' F', ' E', ' D', ' D', ' D', ' E', ' C', ' E', ' F', ' E', ' E', ' F', ' E', ' E', ' D', ' E', ' E', ' C', ' E', ' B', ' F', ' F', ' A', ' E', ' E', ' E', ' F', ' D', ' F', ' C', ' F', ' E', ' E', ' E', ' E', ' F', ' F', ' F', ' E', ' F', ' E', ' D', ' C', ' E', ' C', ' D', ' E', ' E', ' E', ' F', ' E', ' E', ' E', ' B', ' E', ' E', ' C', ' E', ' E', ' F', ' C', ' D', ' F', ' E', ' D']","[0.0014628185898212913, 0.019893558736425225, 0.08986824313695412, 0.1276122609194913, 0.5587061746695051, 0.20245694394780284, 0.000654366464081]",政治面貌,中共党员或其它党派,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a89f,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: C. 分居离异或丧偶

Answer the following question keeping in mind your previous answers.
Question: 您14岁时父亲的职务级别
A. 不知道
B. 无级别
C. 股级
D. 副科级
E. 正科级
F. 副处级
G. 正处级
H. 副司局级及以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' B', ' F', ' B', ' C', ' E', ' B', ' B', ' B', ' B', ' B', ' E', ' E', ' C', ' B', ' C', ' B', ' A', ' B', ' E', ' B', ' B', ' A', ' B', ' B', ' E', ' B', ' B', ' B', ' B', ' A', ' C', ' B', ' A', ' A', ' A', ' B', ' B', ' A', ' D', ' E', ' B', ' B', ' G', ' E', ' A', ' G', ' E', ' A', ' B', ' A', ' I', ' C', ' E', ' A', ' I', ' E', ' A', ' C', ' H', ' B', ' B', ' B', ' A', ' B', ' B', ' E', ' D', ' C', ' C', ' G', ' B', ' H', ' C', ' E', ' A', ' H', ' B', ' E', ' C', ' B', ' E', ' E', ' A', ' H', ' C', ' B', ' B', ' A', ' E', ' B', ' A', ' I', ' F', ' B', ' B', ' B', ' C', ' B', ' E', ' H']","[0.2840038727738212, 0.3726929643490169, 0.07418297725844056, 0.02151721616588953, 0.14251179292636154, 0.026162109882597102, 0.04739022801496698, 0.03153883862890613, 0.0417411904307708]",婚姻状况,分居离异或丧偶,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
c12c,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: B. 共青团员

Answer the following question keeping in mind your previous answers.
Question: 在过去的12个月中，您对谁提供了以下类型的帮助-帮忙料理家务/照顾家人
A. 住在一起的家人
B. 其他亲戚
C. 同事
D. 邻居
E. 朋友
F. 没有帮助任何人
G. 从未遇到过这种问题
Answer as a choice between A.,B.,C.,D.,E.,F.,G.

Answer:","[' F', ' G', ' G', ' D', ' A', ' A', ' A', ' A', ' A', ' A', ' A', ' G', ' F', ' F', ' G', ' A', ' A', ' F', ' F', ' G', ' A', ' B', ' A', ' A', ' G', ' G', ' A', ' A', ' D', ' A', ' A', ' G', ' A', ' F', ' A', ' D', ' A', ' G', ' A', ' G', ' G', ' A', ' A', ' A', ' B', ' B', ' A', ' G', ' G', ' F', ' G', ' A', ' A', ' A', ' F', ' F', ' A', ' A', ' A', ' G', ' A', ' A', ' B', ' A', ' A', ' G', ' B', ' A', ' A', ' G', ' A', ' A', ' F', ' G', ' G', ' G', ' G', ' G', ' G', ' G', ' B', ' D', ' B', ' A', ' B', ' A', ' A', ' A', ' A', ' G', ' A', ' E', ' G', ' A', ' D', ' B', ' G', ' B', ' C', ' A']","[0.4807699629282738, 0.12956531989281983, 0.011816500181256257, 0.02771865544251015, 0.031512193592171396, 0.07315936094529685, 0.24545800701767176, 0.0]",政治面貌,共青团员,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
a33,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: B. 有配偶

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您同不同意在这个社会上，绝大多数人都是可以信任的
A. 不知道
B. 非常不同意
C. 比较不同意
D. 说不上同意不同意
E. 比较同意
F. 非常同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' C', ' E', ' E', ' C', ' D', ' E', ' D', ' E', ' E', ' E', ' D', ' E', ' E', ' C', ' E', ' E', ' F', ' C', ' E', ' C', ' C', ' F', ' C', ' B', ' E', ' D', ' E', ' C', ' E', ' C', ' E', ' D', ' C', ' C', ' E', ' D', ' E', ' B', ' D', ' E', ' D', ' E', ' E', ' E', ' F', ' F', ' F', ' C', ' D', ' D', ' F', ' D', ' E', ' E', ' D', ' E', ' D', ' E', ' E', ' D', ' C', ' F', ' C', ' F', ' E', ' E', ' B', ' E', ' C', ' E', ' F', ' D', ' E', ' D', ' D', ' E', ' E', ' F', ' F', ' F', ' F', ' F', ' D', ' B', ' F', ' E', ' E', ' E', ' F', ' E', ' E', ' B', ' E', ' E', ' D', ' D', ' E', ' E', ' E', ' E']","[0.0026411555923993185, 0.041046320508621024, 0.11599922780360915, 0.15643009223419974, 0.5373187145105639, 0.146564489350607, 0.0002394014270374]",婚姻状况,有配偶,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a82,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: A. 居委会（城市型）

Answer the following question keeping in mind your previous answers.
Question: 下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作状况
A. 不知道
B. 自己是老板（或者是合伙人）
C. 个体工商户
D. 受雇于他人（有固定雇主）
E. 劳务工/劳务派遣人员
F. 零工、散工（无固定雇主的受雇者）
G. 在自己家的生意/企业中工作/帮忙，领工资
H. 在自己家的生意/企业中工作/帮忙，不领工资
I. 自由职业者
J. 其他
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.

Answer:","[' E', ' G', ' F', ' D', ' D', ' D', ' F', ' D', ' F', ' D', ' D', ' C', ' F', ' I', ' F', ' E', ' B', ' D', ' D', ' D', ' D', ' F', ' D', ' I', ' D', ' F', ' D', ' D', ' E', ' F', ' F', ' D', ' F', ' F', ' D', ' D', ' D', ' D', ' K', ' E', ' D', ' E', ' F', ' D', ' D', ' C', ' I', ' D', ' F', ' D', ' F', ' I', ' F', ' F', ' D', ' D', ' F', ' D', ' D', ' C', ' C', ' D', ' D', ' D', ' D', ' D', ' B', ' I', ' C', ' F', ' F', ' C', ' F', ' D', ' D', ' B', ' D', ' B', ' C', ' D', ' F', ' G', ' D', ' D', ' B', ' B', ' B', ' D', ' B', ' D', ' D', ' D', ' D', ' D', ' F', ' D', ' I', ' F', ' D', ' D']","[0.005510230865870042, 0.05049739597294586, 0.14907601909205215, 0.5352486757077975, 0.045674400390784554, 0.1597605061771157, 0.011621288746555745, 0.011095554245446018, 0.030803866796640492, 0.0007120620047917484, 0.0038762809249406]",村居类型,居委会（城市型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0]"
a43d,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: B. 村委会（农村型）

Answer the following question keeping in mind your previous answers.
Question: 您认为在您14岁时，您的家庭处在哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' F', ' E', ' F', ' C', ' B', ' D', ' B', ' F', ' E', ' A', ' B', ' D', ' B', ' E', ' C', ' B', ' D', ' B', ' D', ' D', ' E', ' D', ' A', ' I', ' B', ' D', ' B', ' F', ' C', ' B', ' D', ' E', ' B', ' G', ' F', ' C', ' C', ' B', ' B', ' C', ' B', ' C', ' G', ' H', ' G', ' C', ' B', ' B', ' C', ' B', ' D', ' F', ' D', ' B', ' D', ' C', ' B', ' C', ' D', ' D', ' C', ' F', ' F', ' B', ' D', ' B', ' B', ' E', ' D', ' F', ' C', ' B', ' E', ' C', ' D', ' D', ' B', ' C', ' C', ' B', ' C', ' E', ' B', ' B', ' C', ' B', ' C', ' D', ' B', ' H', ' E', ' B', ' H', ' C', ' B', ' C', ' F', ' C', ' B', ' B']","[0.011277804066358851, 0.33690212366331557, 0.19316218211734007, 0.1642598408037964, 0.09551470902214071, 0.12893062940942887, 0.027918664602999715, 0.016484291295008318, 0.017281906204078087, 0.00431195298918231, 0.003955895826351341, 0.0021468594042266]",村居类型,村委会（农村型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
a36,"Question: 您的性别是？
A. 男
B. 女

Answer: A. 男

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您觉得您的生活是否幸福
A. 不知道
B. 非常不幸福
C. 比较不幸福
D. 说不上幸福不幸福
E. 比较幸福
F. 非常幸福
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' E', ' C', ' E', ' D', ' E', ' E', ' F', ' D', ' E', ' C', ' D', ' E', ' C', ' D', ' E', ' E', ' D', ' E', ' E', ' B', ' E', ' E', ' E', ' D', ' F', ' E', ' D', ' D', ' F', ' E', ' E', ' E', ' E', ' F', ' E', ' E', ' F', ' E', ' F', ' E', ' E', ' C', ' D', ' E', ' D', ' D', ' D', ' E', ' E', ' E', ' E', ' D', ' D', ' F', ' E', ' E', ' D', ' E', ' D', ' E', ' F', ' E', ' E', ' E', ' F', ' E', ' D', ' C', ' E', ' D', ' D', ' F', ' F', ' E', ' E', ' E', ' F', ' E', ' D', ' D', ' E', ' D', ' E', ' F', ' E', ' D', ' F', ' E', ' D', ' C', ' D', ' E', ' E', ' E', ' C', ' E', ' F', ' E', ' F', ' F']","[0.0021124714964860123, 0.021032498582904263, 0.046609670303442395, 0.1983000337959973, 0.542516795093392, 0.18942853072777796, 1.2149673027114864e-05]",性别,男,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a16,"Question: 您所居住的社区属于哪一类？
A. 居委会（城市型）
B. 村委会（农村型）

Answer: A. 居委会（城市型）

Answer the following question keeping in mind your previous answers.
Question: 在过去的四周中，由于健康问题影响到您的工作或其他日常活动的频繁程度是
A. 不知道
B. 总是
C. 经常
D. 有时
E. 很少
F. 从不
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' D', ' D', ' D', ' E', ' F', ' E', ' D', ' E', ' F', ' E', ' E', ' E', ' E', ' F', ' F', ' C', ' E', ' E', ' D', ' E', ' E', ' E', ' E', ' F', ' F', ' F', ' F', ' E', ' E', ' F', ' B', ' E', ' C', ' C', ' F', ' E', ' D', ' E', ' F', ' F', ' E', ' D', ' F', ' E', ' F', ' B', ' F', ' E', ' E', ' F', ' F', ' E', ' F', ' F', ' D', ' C', ' E', ' E', ' D', ' E', ' F', ' F', ' F', ' F', ' F', ' D', ' F', ' F', ' E', ' F', ' C', ' F', ' E', ' E', ' F', ' F', ' F', ' C', ' F', ' D', ' C', ' F', ' E', ' F', ' E', ' F', ' C', ' E', ' F', ' F', ' E', ' F', ' F', ' F', ' C', ' F', ' D', ' F', ' E', ' F']","[0.0015653044307154568, 0.034689227374494314, 0.09861409127979204, 0.1703493066366795, 0.27250925504881657, 0.422272815229502, 0.0]",村居类型,居委会（城市型）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
c5,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: C. 镇

Answer the following question keeping in mind your previous answers.
Question: 除了家人或亲戚以外，您一天里与多少个人有联系
A. 0人
B. 1-2人
C. 3-4人
D. 5-9人
E. 10-19人
F. 20-49人
G. 50-99人
H. 100人或以上
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.

Answer:","[' C', ' A', ' E', ' B', ' C', ' B', ' C', ' D', ' D', ' C', ' C', ' B', ' B', ' A', ' D', ' C', ' A', ' A', ' C', ' B', ' E', ' D', ' B', ' B', ' B', ' B', ' B', ' E', ' C', ' B', ' C', ' B', ' B', ' D', ' C', ' C', ' E', ' D', ' B', ' D', ' E', ' B', ' C', ' B', ' E', ' E', ' G', ' A', ' A', ' C', ' A', ' A', ' D', ' C', ' B', ' B', ' D', ' D', ' C', ' B', ' B', ' C', ' D', ' C', ' B', ' C', ' D', ' B', ' D', ' C', ' C', ' E', ' A', ' B', ' F', ' D', ' E', ' D', ' D', ' B', ' B', ' A', ' A', ' C', ' B', ' B', ' B', ' C', ' C', ' B', ' D', ' C', ' B', ' C', ' B', ' B', ' A', ' B', ' B', ' D']","[0.15891502282285264, 0.30322741514638163, 0.2454369760651759, 0.1445430685770682, 0.11366045875137877, 0.016768344756597456, 0.0116042599680393, 0.005844453912505978, 0.0]",居住地类型,镇,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]"
a43a,"Question: 您的政治面貌是？
A. 群众
B. 共青团员
C. 中共党员或其它党派

Answer: B. 共青团员

Answer the following question keeping in mind your previous answers.
Question: 您认为自己目前处于哪个等级上
A. 不知道
B. 1分
C. 2分
D. 3分
E. 4分
F. 5分
G. 6分
H. 7分
I. 8分
J. 9分
K. 10分
Answer as a choice between A.,B.,C.,D.,E.,F.,G.,H.,I.,J.,K.

Answer:","[' F', ' D', ' H', ' B', ' F', ' D', ' F', ' A', ' F', ' F', ' F', ' F', ' E', ' F', ' D', ' F', ' D', ' H', ' C', ' F', ' C', ' F', ' D', ' H', ' G', ' G', ' F', ' G', ' F', ' D', ' D', ' D', ' E', ' C', ' B', ' F', ' E', ' B', ' D', ' F', ' F', ' B', ' F', ' F', ' F', ' F', ' F', ' I', ' D', ' F', ' D', ' D', ' H', ' E', ' F', ' I', ' C', ' F', ' E', ' B', ' F', ' F', ' E', ' D', ' G', ' C', ' F', ' E', ' F', ' E', ' H', ' G', ' B', ' D', ' F', ' G', ' D', ' C', ' F', ' F', ' G', ' I', ' G', ' G', ' F', ' I', ' G', ' F', ' D', ' D', ' E', ' F', ' E', ' B', ' F', ' F', ' G', ' F', ' F', ' G']","[0.008850065909906356, 0.0797283666130128, 0.0521631343488782, 0.15857249952384694, 0.15997910761222117, 0.31823696128868106, 0.1555382645994753, 0.04322474930817121, 0.016190402006000564, 0.004041856547232497, 0.003474592242573959, 0.0010724046945353]",政治面貌,共青团员,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]"
a36,"Question: 您常住地属于以下哪一类区域？
A. 中心城区
B. 城乡结合部
C. 镇
D. 农村

Answer: C. 镇

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您觉得您的生活是否幸福
A. 不知道
B. 非常不幸福
C. 比较不幸福
D. 说不上幸福不幸福
E. 比较幸福
F. 非常幸福
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' F', ' F', ' E', ' E', ' E', ' E', ' D', ' F', ' E', ' F', ' D', ' E', ' E', ' E', ' F', ' E', ' F', ' E', ' F', ' E', ' F', ' E', ' E', ' D', ' C', ' E', ' E', ' E', ' F', ' E', ' F', ' E', ' E', ' E', ' E', ' D', ' E', ' B', ' F', ' F', ' E', ' D', ' E', ' F', ' E', ' F', ' E', ' E', ' E', ' F', ' F', ' E', ' D', ' C', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' E', ' F', ' F', ' C', ' E', ' F', ' E', ' F', ' E', ' E', ' F', ' F', ' E', ' E', ' D', ' D', ' F', ' E', ' F', ' E', ' C', ' E', ' E', ' E', ' F', ' D', ' E', ' D', ' E', ' D', ' F', ' E', ' E', ' F', ' E', ' F']","[0.0, 0.011863223497884323, 0.026029183867712684, 0.17602585000798973, 0.5619524453624755, 0.22412929726393777, 0.0]",居住地类型,镇,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a34,"Question: 您目前的婚姻状况是？
A. 未婚或同居
B. 有配偶
C. 分居离异或丧偶

Answer: A. 未婚或同居

Answer the following question keeping in mind your previous answers.
Question: 总的来说，您同不同意在这个社会上，您一不小心，别人就会想办法占您的便宜
A. 不知道
B. 非常不同意
C. 比较不同意
D. 说不上同意不同意
E. 比较同意
F. 非常同意
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' C', ' C', ' C', ' C', ' B', ' D', ' D', ' C', ' D', ' D', ' C', ' C', ' E', ' C', ' D', ' E', ' D', ' E', ' F', ' E', ' C', ' E', ' D', ' D', ' E', ' D', ' E', ' B', ' D', ' B', ' F', ' E', ' C', ' E', ' E', ' E', ' C', ' E', ' E', ' C', ' D', ' D', ' D', ' D', ' C', ' C', ' D', ' C', ' D', ' D', ' D', ' C', ' D', ' D', ' E', ' C', ' D', ' C', ' E', ' C', ' D', ' C', ' D', ' E', ' D', ' D', ' D', ' E', ' C', ' E', ' E', ' B', ' D', ' C', ' D', ' D', ' D', ' E', ' C', ' C', ' E', ' D', ' E', ' D', ' E', ' C', ' C', ' E', ' D', ' C', ' E', ' E', ' B', ' C', ' E', ' C', ' E', ' C', ' E', ' C']","[0.007503473260189248, 0.08417647648689171, 0.29646825049310555, 0.2930280076279967, 0.2728707280541814, 0.04595306407763529, 0.0007811412366366]",婚姻状况,未婚或同居,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
a3003,"Question: 您目前完成的最高教育程度是？
A. 初中及以下
B. 高中（含中专/技校）
C. 大专及以上

Answer: B. 高中（含中专/技校）

Answer the following question keeping in mind your previous answers.
Question: 过去一年，您是否常在空闲时间从事以下活动-逛街购物
A. 不知道
B. 每天
C. 一周数次
D. 一月数次
E. 一年数次或更少
F. 从不
Answer as a choice between A.,B.,C.,D.,E.,F.

Answer:","[' D', ' E', ' D', ' D', ' D', ' E', ' E', ' C', ' E', ' D', ' E', ' D', ' E', ' D', ' D', ' F', ' D', ' D', ' C', ' B', ' D', ' B', ' F', ' B', ' D', ' C', ' D', ' D', ' D', ' E', ' E', ' D', ' C', ' D', ' D', ' E', ' E', ' C', ' E', ' D', ' D', ' D', ' E', ' E', ' C', ' D', ' F', ' C', ' D', ' D', ' D', ' C', ' C', ' C', ' C', ' E', ' E', ' C', ' E', ' F', ' F', ' D', ' B', ' D', ' D', ' C', ' F', ' B', ' E', ' D', ' D', ' B', ' E', ' D', ' D', ' B', ' C', ' D', ' D', ' D', ' E', ' F', ' E', ' D', ' E', ' D', ' C', ' E', ' C', ' D', ' D', ' D', ' F', ' D', ' E', ' D', ' D', ' C', ' E', ' E']","[0.0009978687954809464, 0.07024718757482164, 0.17162229678799337, 0.29329940750127764, 0.2985167388879072, 0.16531650045251908, 0.0]",受教育程度,高中（含中专/技校）,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]"
